COUNTY,CNTYNAME,DISTRICT,DISTNAME,CHARTER_STATUS,CRISIS_IND,studentnumber,tipcat
243,WICHITA COUNTY,243905,WICHITA FALLS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
245,WILLACY COUNTY,245902,LYFORD CISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
245,WILLACY COUNTY,245903,RAYMONDVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
246,WILLIAMSON COUNTY,246904,GEORGETOWN ISD,TRADITIONAL ISD/CSD,5A,11,fully displaced
246,WILLIAMSON COUNTY,246906,HUTTO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
246,WILLIAMSON COUNTY,246907,JARRELL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
246,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
246,WILLIAMSON COUNTY,246909,ROUND ROCK ISD,TRADITIONAL ISD/CSD,5A,43,fully displaced
246,WILLIAMSON COUNTY,246911,TAYLOR ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
246,WILLIAMSON COUNTY,246913,LEANDER ISD,TRADITIONAL ISD/CSD,5A,18,fully displaced
247,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
247,WILSON COUNTY,247903,LA VERNIA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
247,WILSON COUNTY,247906,STOCKDALE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
248,WINKLER COUNTY,248901,KERMIT ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
249,WISE COUNTY,249904,CHICO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
250,WOOD COUNTY,250907,WINNSBORO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
254,ZAVALA COUNTY,254901,CRYSTAL CITY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
